Rank 0 k8N5R_4j3Vc|| PageRank Score: 0.000285525|| Category: Sports|| Length: 281|| Views: 13133|| Ratings: 37|| Rate: 4.78|| Comments: 0
Rank 1519 3P6SOGNcKuE|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 318|| Views: 125|| Ratings: 5|| Rate: 5|| Comments: 3
Rank 1520 oJs20wzcmH0|| PageRank Score: 2.64971e-05|| Category: Autos|| Length: 247|| Views: 138|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 1521 3W87Ndge3sQ|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 109|| Views: 76|| Ratings: 6|| Rate: 5|| Comments: 3
Rank 1522 oK5BTfR4i0M|| PageRank Score: 2.64971e-05|| Category: Travel|| Length: 100|| Views: 203|| Ratings: 7|| Rate: 4.29|| Comments: 15
Rank 1523 oNGCBqGjfBY|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 576|| Views: 693|| Ratings: 6|| Rate: 4.17|| Comments: 6
Rank 1524 _JY6kktR1yk|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 37|| Views: 94|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1525 _13GMKUob30|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 54|| Views: 1448|| Ratings: 3|| Rate: 3|| Comments: 8
Rank 1526 0d-NVXmcaMw|| PageRank Score: 2.64971e-05|| Category: Autos|| Length: 8|| Views: 78|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1527 Zz-TcamODqk|| PageRank Score: 2.64971e-05|| Category: News|| Length: 113|| Views: 243|| Ratings: 7|| Rate: 2.14|| Comments: 12
Rank 1528 0_nOVtjTFiA|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 229|| Views: 294924|| Ratings: 2286|| Rate: 3.71|| Comments: 1247
Rank 1529 ZxQVglu9dhA|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 78|| Views: 35|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1530 Za_FsX4SpT0|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 34|| Views: 13063|| Ratings: 5|| Rate: 4.8|| Comments: 6
Rank 1531 ZNEJ0DElZzc|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 118|| Views: 139|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 1532 ZLsKjKjpD4Q|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 76|| Views: 1647|| Ratings: 15|| Rate: 4.4|| Comments: 16
Rank 1533 ZHhO_OF0Tbw|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 141|| Views: 1734|| Ratings: 6|| Rate: 3.17|| Comments: 4
Rank 1534 LmchoNKuReg|| PageRank Score: 2.64971e-05|| Category: People|| Length: 134|| Views: 80|| Ratings: 5|| Rate: 4.2|| Comments: 8
Rank 1535 Yq96qF2POrc|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 299|| Views: 12291|| Ratings: 46|| Rate: 4.37|| Comments: 10
Rank 1536 YogBAChMuFg|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 119|| Views: 410|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1537 YilKws8SI80|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 53|| Views: 116|| Ratings: 0|| Rate: 0|| Comments: 2
Rank 1538 3bdtacXKmlc|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 54|| Views: 333|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 1539 ovVRGG0Jhlw|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 96|| Views: 461|| Ratings: 6|| Rate: 2.17|| Comments: 3
Rank 1540 YOjYYQPudMM|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 147|| Views: 4281|| Ratings: 8|| Rate: 5|| Comments: 1
Rank 1541 3fxCCx_zlsY|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 198|| Views: 15|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1542 p59n0vbyRkc|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 226|| Views: 14899|| Ratings: 43|| Rate: 4.84|| Comments: 9
Rank 1543 YLAFKuB8tcg|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 89|| Views: 205|| Ratings: 3|| Rate: 5|| Comments: 1
Rank 1544 0Sx7qtRwygc|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 642|| Views: 612|| Ratings: 27|| Rate: 2.48|| Comments: 9
Rank 1545 p5pjblCJ_eM|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 14|| Views: 587|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1546 Y-NGVygNsj8|| PageRank Score: 2.64971e-05|| Category: News|| Length: 373|| Views: 41|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1547 XpZAN5kHpw8|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 57|| Views: 263|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1548 Xh6tjlO862w|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 104|| Views: 5072|| Ratings: 36|| Rate: 4.11|| Comments: 27
Rank 1549 X_i8Vc0VIlo|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 355|| Views: 4520|| Ratings: 7|| Rate: 4.86|| Comments: 6
Rank 1550 pLMz8s4zivE|| PageRank Score: 2.64971e-05|| Category: People|| Length: 36|| Views: 15|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 1551 0P8nL11Eiws|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 236|| Views: 82|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1552 pPjYweKeiLk|| PageRank Score: 2.64971e-05|| Category: Autos|| Length: 341|| Views: 18784|| Ratings: 13|| Rate: 4.85|| Comments: 12
Rank 1553 XPZ2Egoyiuw|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 198|| Views: 239|| Ratings: 3|| Rate: 5|| Comments: 5
Rank 1554 XH3kk5g512k|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 602|| Views: 3038|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1555 pTIhPDUmHfw|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 105|| Views: 506|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 1556 0NNOc3Iwxuc|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 122|| Views: 381|| Ratings: 27|| Rate: 4.81|| Comments: 60
Rank 1557 3gt2NP9E2sY|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 23|| Views: 80|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 1558 X5meL7DoISk|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 71|| Views: 3172|| Ratings: 6|| Rate: 4|| Comments: 4
Rank 1559 pZOrnGznsn8|| PageRank Score: 2.64971e-05|| Category: People|| Length: 530|| Views: 201|| Ratings: 5|| Rate: 4.2|| Comments: 0
Rank 1560 X-iwod74HAU|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 15|| Views: 146|| Ratings: 5|| Rate: 4.6|| Comments: 5
Rank 1561 WuC8S795Qq8|| PageRank Score: 2.64971e-05|| Category: Howto|| Length: 588|| Views: 128|| Ratings: 12|| Rate: 4.83|| Comments: 36
Rank 1562 peDDKvaTYdg|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 189|| Views: 220|| Ratings: 6|| Rate: 4.17|| Comments: 3
Rank 1563 Wr0MLl-fxuo|| PageRank Score: 2.64971e-05|| Category: News|| Length: 64|| Views: 57686|| Ratings: 181|| Rate: 4.32|| Comments: 74
Rank 1564 WohMCQwbsQE|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 220|| Views: 945|| Ratings: 6|| Rate: 3|| Comments: 18
Rank 1565 Wm_Gcnb_GXI|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 198|| Views: 3023|| Ratings: 38|| Rate: 4.18|| Comments: 42
Rank 1566 Wk0bBvo1De0|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 107|| Views: 586|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1567 WegS1CKsItE|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 821|| Views: 334|| Ratings: 8|| Rate: 4.5|| Comments: 6
Rank 1568 WbQfbDaVK2k|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 48|| Views: 458|| Ratings: 4|| Rate: 4.5|| Comments: 5
Rank 1569 WQ7UCmnUFAg|| PageRank Score: 2.64971e-05|| Category: Travel|| Length: 203|| Views: 43|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1570 WL3kg5fEx00|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 146|| Views: 531|| Ratings: 2|| Rate: 4|| Comments: 4
Rank 1571 3hny5jpSJ8M|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 109|| Views: 6959|| Ratings: 9|| Rate: 4.89|| Comments: 0
Rank 1572 WELh6HlmPcE|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 173|| Views: 38903|| Ratings: 60|| Rate: 4.53|| Comments: 56
Rank 1573 3oVJFMBdafY|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 261|| Views: 3780|| Ratings: 9|| Rate: 4.44|| Comments: 3
Rank 1574 WDetnLycZNg|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 181|| Views: 4462|| Ratings: 15|| Rate: 4.73|| Comments: 9
Rank 1575 W02PWZjl-l8|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 184|| Views: 588|| Ratings: 4|| Rate: 2.5|| Comments: 2
Rank 1576 VoN96Kvc_Cw|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 275|| Views: 690|| Ratings: 4|| Rate: 5|| Comments: 4
Rank 1577 VZwWBn6Keg0|| PageRank Score: 2.64971e-05|| Category: People|| Length: 110|| Views: 341|| Ratings: 5|| Rate: 2.6|| Comments: 5
Rank 1578 VVOdh1pGUz0|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 11|| Views: 83|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 1579 qJXu-vHO3Zc|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 270|| Views: 2221|| Ratings: 6|| Rate: 5|| Comments: 0
Rank 1580 VEHwaCpCHGE|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 539|| Views: 167|| Ratings: 2|| Rate: 2.5|| Comments: 3
Rank 1581 03WmSkYbpGU|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 168|| Views: 5068|| Ratings: 19|| Rate: 4.58|| Comments: 8
Rank 1582 VDQDLMHy0no|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 182|| Views: 65|| Ratings: 2|| Rate: 3|| Comments: 2
Rank 1583 VBTDB3fLr-g|| PageRank Score: 2.64971e-05|| Category: News|| Length: 200|| Views: 255|| Ratings: 4|| Rate: 5|| Comments: 6
Rank 1584 3x33Tw-WoXQ|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 249|| Views: 75|| Ratings: 1|| Rate: 1|| Comments: 0
Rank 1585 V56UsanFWd4|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 343|| Views: 14|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 1586 UpQ5S75DWKg|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 181|| Views: 124|| Ratings: 0|| Rate: 0|| Comments: 2
Rank 1587 4CydxHBFFFk|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 267|| Views: 885|| Ratings: 11|| Rate: 5|| Comments: 6
Rank 1588 UhqfApppgPo|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 215|| Views: 9603|| Ratings: 18|| Rate: 4.89|| Comments: 10
Rank 1589 Uac_e4GJpbw|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 21|| Views: 5932|| Ratings: 23|| Rate: 4.3|| Comments: 20
Rank 1590 UDpIOeKdSmA|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 9|| Views: 1463|| Ratings: 2|| Rate: 3|| Comments: 0
Rank 1591 TwBUJK1sTfY|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 26|| Views: 301|| Ratings: 1|| Rate: 1|| Comments: 2
Rank 1592 Tpoz1fRRCOE|| PageRank Score: 2.64971e-05|| Category: People|| Length: 368|| Views: 1207|| Ratings: 15|| Rate: 4.47|| Comments: 15
Rank 1593 TVYcUVC4SWg|| PageRank Score: 2.64971e-05|| Category: News|| Length: 381|| Views: 254|| Ratings: 7|| Rate: 5|| Comments: 14
Rank 1594 TUUvNohyvUo|| PageRank Score: 2.64971e-05|| Category: Autos|| Length: 76|| Views: 31|| Ratings: 1|| Rate: 1|| Comments: 0
Rank 1595 TQP291hV6Jk|| PageRank Score: 2.64971e-05|| Category: People|| Length: 358|| Views: 440|| Ratings: 2|| Rate: 5|| Comments: 1
Rank 1596 qwkMCfTBsic|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 202|| Views: 3830|| Ratings: 14|| Rate: 4.71|| Comments: 3
Rank 1597 TCx78Fh30NA|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 100|| Views: 362|| Ratings: 2|| Rate: 5|| Comments: 3
Rank 1598 r-_r0CFJWwc|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 26|| Views: 486|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 1599 TBnuXGYP3PY|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 173|| Views: 346|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 1600 r4Sfj7Bmzhk|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 197|| Views: 534|| Ratings: 20|| Rate: 4.3|| Comments: 7
Rank 1601 r5olMFyjE9g|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 331|| Views: 327|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 1602 TA_I6_IrU-Y|| PageRank Score: 2.64971e-05|| Category: Travel|| Length: 360|| Views: 139|| Ratings: 1|| Rate: 4|| Comments: 1
Rank 1603 rA4JI6yv9Ic|| PageRank Score: 2.64971e-05|| Category: Travel|| Length: 48|| Views: 436|| Ratings: 0|| Rate: 0|| Comments: 3
Rank 1604 rERgQ3hqrLM|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 451|| Views: 49|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1605 4QOA2HRk4YA|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 50|| Views: 799|| Ratings: 4|| Rate: 5|| Comments: 1
Rank 1606 SvsXcXE4jF0|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 120|| Views: 158|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 1607 rKOHKXui4Hw|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 296|| Views: 3156|| Ratings: 11|| Rate: 1.73|| Comments: 4
Rank 1608 StwZfc_zl4Y|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 195|| Views: 130|| Ratings: 8|| Rate: 5|| Comments: 14
Rank 1609 SrDH4jFTHx8|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 249|| Views: 17515|| Ratings: 133|| Rate: 4.85|| Comments: 30
Rank 1610 SpVz8kPFt14|| PageRank Score: 2.64971e-05|| Category: News|| Length: 93|| Views: 249|| Ratings: 17|| Rate: 4.53|| Comments: 18
Rank 1611 rW_I93xfXLw|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 42|| Views: 241|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1612 4Qf4V8jy7PE|| PageRank Score: 2.64971e-05|| Category: People|| Length: 86|| Views: 16922|| Ratings: 49|| Rate: 4.29|| Comments: 51
Rank 1613 01NJbFjLBRs|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 113|| Views: 24|| Ratings: 1|| Rate: 1|| Comments: 2
Rank 1614 raKOwJepyHQ|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 41|| Views: 941|| Ratings: 3|| Rate: 5|| Comments: 0
Rank 1615 4ULOZ__FLsE|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 121|| Views: 54900|| Ratings: 89|| Rate: 3.06|| Comments: 32
Rank 1616 rimTRhg3Gr0|| PageRank Score: 2.64971e-05|| Category: News|| Length: 274|| Views: 16255|| Ratings: 24|| Rate: 4.83|| Comments: 13
Rank 1617 SZdXFex_Pr8|| PageRank Score: 2.64971e-05|| Category: People|| Length: 594|| Views: 66|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 1618 rn-Z-cE8g8E|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 132|| Views: 256|| Ratings: 2|| Rate: 5|| Comments: 1
Rank 1619 SVZ_GEriy5o|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 258|| Views: 446|| Ratings: 5|| Rate: 4.8|| Comments: 6
Rank 1620 SPqiOHXQvNw|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 98|| Views: 53|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1621 SLO4Iq_IBs4|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 184|| Views: 3843|| Ratings: 10|| Rate: 3.8|| Comments: 2
Rank 1622 rtmfblq_Fms|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 229|| Views: 782|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 1623 SEPBMNt439s|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 504|| Views: 2580|| Ratings: 5|| Rate: 4.2|| Comments: 4
Rank 1624 4hLt3yr-p10|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 296|| Views: 63|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1625 SCSN2KlbGKo|| PageRank Score: 2.64971e-05|| Category: News|| Length: 47|| Views: 69|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1626 SCMVgZmmcEc|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 578|| Views: 1190|| Ratings: 14|| Rate: 4.71|| Comments: 9
Rank 1627 s2a7ozuc9eM|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 221|| Views: 13465|| Ratings: 27|| Rate: 4.7|| Comments: 27
Rank 1628 s4zW20NEA1E|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 608|| Views: 413|| Ratings: 4|| Rate: 4.75|| Comments: 8
Rank 1629 S9r1pAXQQBg|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 242|| Views: 587|| Ratings: 0|| Rate: 0|| Comments: 3
Rank 1630 sAYqHCa-enk|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 84|| Views: 1132|| Ratings: 20|| Rate: 4.4|| Comments: 15
Rank 1631 4msFKvhXjsM|| PageRank Score: 2.64971e-05|| Category: People|| Length: 220|| Views: 706|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1632 4nAY44ht4Qs|| PageRank Score: 2.64971e-05|| Category: News|| Length: 571|| Views: 852|| Ratings: 30|| Rate: 4.2|| Comments: 17
Rank 1633 RmIxPBPkMzA|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 409|| Views: 11452|| Ratings: 53|| Rate: 4.75|| Comments: 11
Rank 1634 sI-cInxD3Wo|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 261|| Views: 910|| Ratings: 40|| Rate: 4.72|| Comments: 34
Rank 1635 Re5o-kqcE7g|| PageRank Score: 2.64971e-05|| Category: Travel|| Length: 33|| Views: 54|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1636 RaBddCR26xU|| PageRank Score: 2.64971e-05|| Category: Howto|| Length: 195|| Views: 1281|| Ratings: 5|| Rate: 1.8|| Comments: 1
Rank 1637 RN2Fg8ykwtM|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 23|| Views: 825|| Ratings: 7|| Rate: 2.71|| Comments: 1
Rank 1638 RLKCHbv1zQU|| PageRank Score: 2.64971e-05|| Category: Film|| Length: 205|| Views: 474|| Ratings: 3|| Rate: 4.67|| Comments: 1
Rank 1639 QuokyxOWErw|| PageRank Score: 2.64971e-05|| Category: People|| Length: 552|| Views: 2|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1640 -pQ7fsi--Vk|| PageRank Score: 2.64971e-05|| Category: Travel|| Length: 110|| Views: 62|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1641 Qql7iIbSW9g|| PageRank Score: 2.64971e-05|| Category: People|| Length: 165|| Views: 76|| Ratings: 2|| Rate: 3|| Comments: 5
Rank 1642 4tb13S_IGjU|| PageRank Score: 2.64971e-05|| Category: People|| Length: 484|| Views: 55|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 1643 QWdOYKaNqo8|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 24|| Views: 33|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 1644 QP5WjfSSqwE|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 124|| Views: 18205|| Ratings: 45|| Rate: 4.91|| Comments: 15
Rank 1645 sp1H-pqX1QI|| PageRank Score: 2.64971e-05|| Category: People|| Length: 566|| Views: 7333|| Ratings: 17|| Rate: 3.76|| Comments: 5
Rank 1646 QIwF6SsH2-g|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 122|| Views: 98|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 1647 Q8pFsqAiZOU|| PageRank Score: 2.64971e-05|| Category: Howto|| Length: 37|| Views: 7425|| Ratings: 18|| Rate: 4.11|| Comments: 30
Rank 1648 Q49q_eqiHZw|| PageRank Score: 2.64971e-05|| Category: Howto|| Length: 184|| Views: 5096|| Ratings: 26|| Rate: 5|| Comments: 5
Rank 1649 Q2p5Gh93hD8|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 39|| Views: 27950|| Ratings: 76|| Rate: 4.79|| Comments: 43
Rank 1650 -kk2XCe9mKY|| PageRank Score: 2.64971e-05|| Category: News|| Length: 858|| Views: 394|| Ratings: 23|| Rate: 3.13|| Comments: 100
Rank 1651 PgzgcBEvcnY|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 234|| Views: 412|| Ratings: 3|| Rate: 4|| Comments: 1
Rank 1652 PXKkjuFxG_A|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 27|| Views: 398|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1653 t6C6XxeqxBQ|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 159|| Views: 1734|| Ratings: 10|| Rate: 4.5|| Comments: 9
Rank 1654 tE9RH3WR8FU|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 335|| Views: 180|| Ratings: 3|| Rate: 5|| Comments: 7
Rank 1655 PQ5YQRHjx9E|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 214|| Views: 594|| Ratings: 5|| Rate: 5|| Comments: 5
Rank 1656 PO8FxTmAqjk|| PageRank Score: 2.64971e-05|| Category: Sports|| Length: 120|| Views: 1603|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1657 P9izG7oQgmk|| PageRank Score: 2.64971e-05|| Category: News|| Length: 42|| Views: 3369|| Ratings: 2|| Rate: 3|| Comments: 1
Rank 1658 P5x3UuwKDmk|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 240|| Views: 12521|| Ratings: 21|| Rate: 4.86|| Comments: 17
Rank 1659 -jonhxYd2s8|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 84|| Views: 124|| Ratings: 2|| Rate: 4|| Comments: 3
Rank 1660 tWRPE9NrSUg|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 490|| Views: 678|| Ratings: 3|| Rate: 5|| Comments: 1
Rank 1661 tWtUzTGXbfc|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 248|| Views: 398|| Ratings: 9|| Rate: 4.78|| Comments: 2
Rank 1662 P-_dwyyh5gE|| PageRank Score: 2.64971e-05|| Category: News|| Length: 190|| Views: 247|| Ratings: 47|| Rate: 4.87|| Comments: 52
Rank 1663 57hNkDI-OiM|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 301|| Views: 2894|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 1664 tcjBaEzY3Ts|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 391|| Views: 1150|| Ratings: 17|| Rate: 4.53|| Comments: 9
Rank 1665 OtW8D0Z_8Z0|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 318|| Views: 16|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1666 OqkaOiZUs0M|| PageRank Score: 2.64971e-05|| Category: News|| Length: 207|| Views: 9|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1667 ObyWnHhJ-uo|| PageRank Score: 2.64971e-05|| Category: Gadgets|| Length: 238|| Views: 28283|| Ratings: 181|| Rate: 4.64|| Comments: 116
Rank 1668 tqwfkni8n5E|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 31|| Views: 912|| Ratings: 5|| Rate: 5|| Comments: 4
Rank 1669 5T9gEf-HBI0|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 76|| Views: 142|| Ratings: 2|| Rate: 3|| Comments: 1
Rank 1670 txqIZpA0D8U|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 247|| Views: 2141|| Ratings: 16|| Rate: 4.81|| Comments: 12
Rank 1671 OLa4mI2QIt0|| PageRank Score: 2.64971e-05|| Category: News|| Length: 188|| Views: 1078|| Ratings: 16|| Rate: 4.88|| Comments: 56
Rank 1672 OJbkiFkiBDI|| PageRank Score: 2.64971e-05|| Category: Pets|| Length: 41|| Views: 203|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1673 ODB3xaiDNZ4|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 463|| Views: 328|| Ratings: 4|| Rate: 4|| Comments: 2
Rank 1674 5V6q8fUJt7k|| PageRank Score: 2.64971e-05|| Category: Music|| Length: 166|| Views: 3464|| Ratings: 28|| Rate: 3.25|| Comments: 35
Rank 1675 u1Dqqn84Gf8|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 17|| Views: 296|| Ratings: 5|| Rate: 1.6|| Comments: 1
Rank 1676 5VwyMuda8xU|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 242|| Views: 2525|| Ratings: 9|| Rate: 4.78|| Comments: 7
Rank 1677 O3KGPxxRL8A|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 350|| Views: 7956|| Ratings: 48|| Rate: 4.71|| Comments: 48
Rank 1678 u7UEOGG_mog|| PageRank Score: 2.64971e-05|| Category: Entertainment|| Length: 328|| Views: 37|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1679 -gsGQaLiSPg|| PageRank Score: 2.64971e-05|| Category: People|| Length: 738|| Views: 1289|| Ratings: 144|| Rate: 4.12|| Comments: 40
Rank 1680 O1tg7F4IyGI|| PageRank Score: 2.64971e-05|| Category: Comedy|| Length: 163|| Views: 1137|| Ratings: 7|| Rate: 5|| Comments: 1
Rank 1681 uBhXX6sc4C8|| PageRank Score: 2.64971e-05|| Category: Travel|| Length: 10|| Views: 29|| Ratings: 0|| Rate: 0|| Comments: 0
